iter	RMSE
456	0.7815322771
457	0.7801428606
458	0.7792454478
459	0.7786467661
460	0.777639552
461	0.7763609224
462	0.7740556295
463	0.7739830325
464	0.773171124
465	0.7731052686
466	0.7724487862
467	0.7719754234
468	0.7708732387
469	0.7689040633
470	0.7677737971
471	0.7662746134
472	0.7652600936
473	0.7634479222
474	0.7619804236
475	0.7616569587
476	0.7606034564
477	0.7584857767
478	0.7571418994
479	0.7566230497
480	0.7550738447
481	0.7538195703
482	0.7530479938
483	0.7512407479
484	0.7501918093
485	0.7501457634
486	0.7498590847
487	0.7481725305
488	0.7477096544
489	0.7455870057
490	0.7439009713
491	0.7438698445
492	0.7427675519
493	0.7426507129
494	0.7421504314
495	0.7411005999
496	0.7403440026
497	0.7396630224
498	0.7385281062
499	0.7376543631
500	0.7366147932
501	0.7355112131
502	0.7339035289
503	0.7326426676
504	0.7311203017
505	0.7294801075
506	0.72867362
507	0.728637901
508	0.7271730821
509	0.726482025
510	0.7264250474
511	0.7254087326
512	0.7241517755
513	0.7231253499
514	0.7223972927
515	0.7222218119
516	0.7208486488
517	0.720178825
518	0.7191386617
519	0.7176759782
520	0.7168419137
521	0.7162465935
522	0.7153700292
523	0.714986287
524	0.7139881445
525	0.7128487772
526	0.7116865213
527	0.7103287855
528	0.7091818469
529	0.7079518999
530	0.7074513592
531	0.7061899501
532	0.7057478856
533	0.7046147438
534	0.7035654189
535	0.7026823984
536	0.7017108131
537	0.701307844
538	0.7005000687
539	0.7002079191
540	0.6992156831
541	0.6991717707
542	0.6981152654
543	0.6978706942
544	0.696948654
545	0.6964226616
546	0.6953063149
547	0.6938272254
548	0.69227123
549	0.6909832373
550	0.6904334213
551	0.6899593122
552	0.6896589558
553	0.6887076934
554	0.6876482943
555	0.6863992997
556	0.6846614896
557	0.6841355318
558	0.684098697
559	0.683814145
560	0.6836676657
561	0.6828307689
562	0.6828116695
563	0.6824460195
564	0.6811510943
565	0.6806868554
566	0.6806576871
567	0.6801106066
568	0.6794220582
569	0.678322363
570	0.6776716289
571	0.676666492
572	0.6766107975
573	0.6754242669
574	0.6741798509
575	0.6725463242
576	0.671291529
577	0.670605762
578	0.6700914618
579	0.6692843637
580	0.6681321477
581	0.6674337795
582	0.6669931474
583	0.6666138257
584	0.6656760135
585	0.6640136337
586	0.6632446803
587	0.6628184867
588	0.6625687715
589	0.6614639108
590	0.660389346
591	0.6596559562
592	0.658756192
593	0.6575296664
594	0.6568921523
595	0.6560092659
596	0.6545728239
597	0.6545299577
598	0.6540766997
599	0.6532446205
600	0.6518448624
601	0.6508852189
602	0.6502296993
603	0.6501966063
604	0.6497683091
605	0.6492663132
606	0.6483353495
607	0.6471292271
608	0.6463823213
609	0.644962894
610	0.6437084339
611	0.6434745402
612	0.6418858169
613	0.6411893752
614	0.6409385336
615	0.640621546
616	0.6399756602
617	0.6397312474
618	0.6397050193
619	0.6391362873
620	0.6386929502
621	0.638142583
622	0.6372645041
623	0.6362998918
624	0.635620653
625	0.6355995103
626	0.6343572165
627	0.6341682044
628	0.6340393891
629	0.6331989068
630	0.6327026955
631	0.6326365729
632	0.6319963393
633	0.6309066084
634	0.630868023
635	0.6303401537
636	0.6302329178
637	0.6285012778
638	0.6274216258
639	0.6263594724
640	0.6260109291
641	0.6249142374
642	0.6247065555
643	0.6237336824
644	0.6224266349
645	0.6218109465
646	0.6217819621
647	0.6215834933
648	0.6202773533
649	0.6193281021
650	0.6182775881
651	0.6168422244
652	0.6168191838
653	0.6167886725
654	0.6157362366
655	0.6153517835
656	0.6152127455
657	0.6137024404
658	0.6128207805
659	0.6117844548
660	0.6109028787
661	0.6108679818
662	0.6101424091
663	0.6100520362
664	0.6093281102
665	0.6083497561
666	0.6077557319
667	0.6072739685
668	0.6069352327
669	0.606093897
670	0.605065662
671	0.6040029232
672	0.6036823074
673	0.6024511242
674	0.6012505609
675	0.6003475272
676	0.5996109202
677	0.5983082592
678	0.5976222058
679	0.5965834971
680	0.5953813208
681	0.5941386571
682	0.5935442217
683	0.5929736876
684	0.5921334981
685	0.5911493024
686	0.5901928963
687	0.5887636982
688	0.5881797204
689	0.5873234848
690	0.5869601583
691	0.5868520403
692	0.5867709379
693	0.5863863958
694	0.5856079797
695	0.5845140367
696	0.5844812876
697	0.5834505334
698	0.5822844681
699	0.5813922804
700	0.5812619647
701	0.5800843948
702	0.5791621383
703	0.5781744417
704	0.577093488
705	0.5770737166
706	0.5764028767
707	0.5762500758
708	0.575522259
709	0.5747923427
710	0.5742164201
711	0.574115381
712	0.5740929311
713	0.5731330254
714	0.5720063754
715	0.571464564
716	0.5711127664
717	0.5707033617
718	0.5703481442
719	0.5699189544
720	0.5690899449
721	0.5687381906
722	0.5680065804
723	0.5672036417
724	0.5664728149
725	0.566458505
726	0.5660167981
727	0.5650452598
728	0.5646476416
729	0.5636016365
730	0.5626289705
731	0.5613832992
732	0.5608814677
733	0.5606265893
734	0.5596770957
735	0.5590961413
736	0.5588596264
737	0.5574383343
738	0.5563328746
739	0.5560006566
740	0.5557404145
741	0.5548427948
742	0.5542271975
743	0.5535224198
744	0.5530112088
745	0.5528517389
746	0.5527388736
747	0.5516967839
748	0.5511659095
749	0.5507900971
750	0.5503309181
751	0.5496933033
752	0.5487822818
753	0.5480627239
754	0.5472120723
755	0.5467379539
756	0.5465586354
757	0.5455965392
758	0.544877853
759	0.5441128445
760	0.5432817152
761	0.5424472289
762	0.5417809151
763	0.5410329186
764	0.5404143454
765	0.5403969353
766	0.5403340546
767	0.5398013615
768	0.5389848342
769	0.5384251993
770	0.5384112747
771	0.5374094688
772	0.5364390232
773	0.5360926277
774	0.5353658483
775	0.5353418694
776	0.5353250268
777	0.5350999545
778	0.5342554244
779	0.533350705
780	0.5332167245
781	0.533200191
782	0.5331790063
783	0.5323625733
784	0.531560669
785	0.5306295608
786	0.5300653969
787	0.5295011754
788	0.5286402245
789	0.528135709
790	0.5277152608
791	0.5265729819
792	0.5259419296
793	0.5253696536
794	0.5247912025
795	0.5240903218
796	0.5233507799
797	0.5229755731
798	0.5225450694
799	0.521898581
800	0.5208654629
801	0.5196563377
802	0.5188921856
803	0.5182487067
804	0.5173747745
805	0.5169566461
806	0.5163184529
807	0.5156655564
808	0.5148536764
809	0.5143781004
810	0.5138223704
811	0.5134087067
812	0.5127691262
813	0.5121718346
814	0.511586061
815	0.5115694435
816	0.5108019944
817	0.5103357538
818	0.5096948887
819	0.5091494231
820	0.5088783111
821	0.5080971623
822	0.5071244314
823	0.5063602093
824	0.505454698
825	0.5046659123
826	0.5040157491
827	0.5039440407
828	0.5039271491
829	0.5034340439
830	0.5028393025
831	0.5022875029
832	0.5022464011
833	0.5019796531
834	0.5019583692
835	0.5011295832
836	0.5008823061
837	0.5008707341
838	0.5008516599
839	0.5006999283
840	0.5002229916
841	0.4993005878
842	0.4985277621
843	0.4984070421
844	0.4978559251
845	0.4971287244
846	0.4968798839
847	0.4962194069
848	0.4957516744
849	0.4951911808
850	0.4942207857
851	0.4934426321
852	0.4927502579
853	0.4926965802
854	0.4920522752
855	0.4915818506
856	0.4908891448
857	0.490429934
858	0.490365198
859	0.489933538
860	0.4898780317
861	0.4892856724
862	0.4886714473
863	0.4882622407
864	0.4872782677
865	0.4870318009
866	0.4870205949
867	0.4862933184
868	0.4857324622
869	0.4851732425
870	0.4842636094
871	0.4840992359
872	0.4836923658
873	0.4828056107
874	0.4821261363
875	0.4821178068
876	0.4814956826
877	0.4810619613
878	0.4799977155
879	0.4790718354
880	0.4786489842
881	0.4781784161
882	0.4774427697
883	0.4769308328
884	0.4763656733
885	0.4759739003
886	0.4751155706
887	0.4746565483
888	0.4736919599
889	0.4731114815
890	0.4727844718
891	0.4720682158
892	0.4718137796
893	0.4712266996
894	0.4712151193
895	0.4704233942
896	0.4698412073
897	0.4695217349
898	0.4689326593
899	0.4684014147
900	0.4677725626
901	0.4667902499
902	0.4659186404
903	0.4658544341
904	0.4651665752
905	0.4651484224
906	0.4643985067
907	0.4637071978
908	0.4636032529
909	0.4629125303
910	0.4621755994
911	0.4614835439
912	0.4614506094
913	0.4607370567
914	0.4605081361
915	0.4596088189
916	0.4594990109
917	0.4589785094
918	0.4584768392
919	0.4584580894
920	0.4584471352
921	0.4584349403
922	0.457802951
923	0.457381034
924	0.4566658541
925	0.4559245471
926	0.4554208829
927	0.4542621948
928	0.4542412209
929	0.4534518614
930	0.4528342425
931	0.4528237523
932	0.4521941053
933	0.4517354575
934	0.4517246276
935	0.4512580386
936	0.4507954022
937	0.4505214255
938	0.4501235064
939	0.4494355249
940	0.4485409169
941	0.4482337764
942	0.4477091468
943	0.447254106
944	0.4467451407
945	0.4467333003
946	0.4464673296
947	0.4459511174
948	0.4457776927
949	0.4457616219
950	0.4456196786
951	0.4451602587
952	0.4446449937
953	0.4438902946
954	0.4437147709
955	0.4436977502
956	0.4430207546
957	0.4430063924
958	0.4426771884
959	0.4423461982
960	0.4423355083
961	0.4416428036
962	0.4413101092
963	0.440716955
964	0.4397352087
965	0.4390884581
966	0.4386197125
967	0.4382132913
968	0.4382049184
969	0.4377454719
970	0.4374518595
971	0.4367711179
972	0.4360325373
973	0.4360179134
974	0.4360095731
975	0.4356246261
976	0.4352931955
977	0.4352453223
978	0.4349761069
979	0.4342688335
980	0.4340273799
981	0.4339579961
982	0.4334900646
983	0.4330366256
984	0.4327722541
985	0.4325401588
986	0.4321884425
987	0.4319236456
988	0.4313264739
989	0.4311226964
990	0.4302688587
991	0.4298829841
992	0.4292478301
993	0.4290276495
994	0.4287187764
995	0.4283272308
996	0.4277054837
997	0.4276958444
998	0.4272955289
999	0.4268681592
