title,box_off_num
그 강아지 그 고양이,160093.09902317333
화려한 외출,7.173111123686462
오하이오 삿포로,965.6772211517758
마이 리틀 히어로,1624555.065881062
박수건달,4225744.456045743
배꼽,21.14155703185355
나가요 미스콜,1602.9593912607447
우아한 거짓말,29890.56222947469
미스터 컴퍼니,3063.1411587362145
우리별 일호와 얼룩소,1665.6220058221227
찌라시: 위험한 소문,1483501.574041678
조선미녀삼총사,1400201.7674021332
만찬,4909.053348688544
한 번도 안 해본 여자,1950.9766324742654
살인자,7.120108922942352
  이것이 우리의 끝이다,7139.679015048092
그댄 나의 뱀파이어,1014.0773912310724
황제를 위하여,42.30589908523332
레디액션! 폭력영화,4066.1229237335638
스퀴시랜드,88649.63249729002
우는 남자,1589523.8762654464
하이힐,1641920.626729193
도희야,22242.23541953016
표적,545485.2369660203
10분,46088.2294856196
메이크 유어 무브,97653.23646032253
카토 프로젝트,644.3149405953958
녀녀녀,507.15230481028823
방황하는 칼날,1118098.4160682769
바리새인,6.613218053227556
욕망의 독: 중독,1287.214883364659
설계,2650.0959773426775
레쓰링,1039.6630597110614
원 컷 - 어느 친절한 살인자의 기록,1373.1063706014088
픽업 아티스트,927.3261397123771
옹녀뎐,8.227695599268994
왓니껴,1768.1002283178993
족구왕,12661.783976653265
내 연애의 기억,18573.0330522802
바세코의 아이들,1954.1774295147989
명량,6931172.336273027
군도: 민란의 시대,7416884.918037845
산타바바라,12332.227371229308
나는 야한 여자가 좋다,422.86861349439016
숙희,996.3455444167759
더 테너 리리코 스핀토,7615.865036012455
기술자들,1104376.3688769855
신화 라이브 3D 더 레전드 컨티뉴스,1940.80757024095
악사들,3899.969749927548
울언니,2873.769425781549
정사: 위험한 성적유희,501.69166847275136
레디액션 청춘,476298.4385061205
"제자, 옥한흠",2170.4067287522307
환상,582.6885755621215
위층여자,1084.5238786963198
가자! 장미여관으로 3 - 방황,1222.3875701849606
나는 야한 여자가 좋다 3,422.86861349439016
스물,1365957.647777705
그라운드의 이방인,3218.7213743637626
살인의뢰,254215.42419839525
살인캠프,548.0345610110076
헬머니,1029853.7763940583
조류인간,17.133695740789463
최강전사 미니특공대 : 새로운 악당의 습격,12508.318364343628
생각보다 맑은,7.968939441903513
고양이 장례식,3252.605077597107
설해,29422.251462054577
나의 절친 악당들,1720261.7183359459
연평해전,1934022.2789083605
극비수사,854303.2857015264
성난 화가,2363.0563722601287
은밀한 유혹,1408626.439302305
혜경궁 홍씨,1347.3497717951157
무뢰한,795230.9227069053
간신,1263560.1910848892
연애의 맛,28.413071019587896
잡식가족의 딜레마,6318.65317252585
플랑크 상수,291.2549157766541
장수상회,857472.6723029186
파울볼,30391.96515661529
춘희막이,43133.24216460203
덫: 치명적인 유혹,867.3370797711721
션샤인 러브,38370.42410976216
사도,2103711.8795620506
돼지 같은 여자,124054.44442423797
사랑이 이긴다,50476.480875580986
슈퍼레이서 엔지,7219.095745646024
제 7기사단,15.820562432208542
고백,9.109884387165014
미쓰 와이프,661443.4340564692
위로공단,8754.516315213614
베테랑,3156949.28085971
악인은 살아 있다,9217.527243184273
쓰리 썸머 나잇,343962.04047000903
마돈나,127118.83742870101
"나의 아들, 나의 어머니",1241.7961825186903
슬픈남자,6.345141689245176
타이밍,8728.562641460288
타투,11.00146216863699
어떤이의 꿈,165.5474171417131
해에게서 소년에게,11572.208289823551
울보 권투부,3384.8432230031835
어떤살인,29.44506872460168
말하지 못한 비밀,1280.7706583860102
조선안방 스캔들-칠거지악 2,562.2534029184101
