title,box_off_num
"사랑한다, 사랑하지 않는다",88338.8679111406
"혜화, 동",8660.536070462662
글러브,884795.8585327911
가문의 귀환,379184.4220490184
잔혹한 앵글의 로망스,109.8780226810388
나의 PS 파트너,1516585.114747664
롤플레이,395.6200464732255
마티나,456.98591956248595
음치 클리닉,1517520.8644529565
남영동1985,173058.25492501108
돈 크라이 마미,99960.12095439582
반드시 크게 들을 것 2 : Wild Days,2542.5457893035164
범죄소년,13505.19683122766
내가 살인범이다,3375924.8151886333
터치,3427.9121595658544
늑대소년,3414256.62272053
맥코리아,1066.137366293952
용의자X,2485038.3878953396
하나안,1472.065209636235
투 올드 힙합 키드,7687.183073385904
한경직,1458.999749818206
미운오리새끼,118278.940316966
황제펭귄 펭이와 솜이,907.8102468328002
두 개의 문,2650.5427964301016
I AM,595300.612643588
후궁 : 제왕의 첩,1641669.242487028
"안녕, 하세요!",79129.58036314296
천국의 아이들,44.756362856776946
할머니는 일학년,12466.306400884705
두레소리,41.90187461035467
"봄, 눈",273028.0751918909
은교,208121.6524953514
간기남,684491.9000053653
시체가 돌아왔다,1338529.8899825772
말하는 건축가,2929.9248293231335
밀월도 가는 길,2933.0892761215314
파파,917404.39351008
점박이:한반도의 공룡3D,29140.326977954646
댄싱퀸,2883471.2278649053
누구의 딸도 아닌 해원,10903.727392355
신세계,2955743.157163643
굿바이 홈런,4144.445118365984
불륜의 시대,1675.4082905141895
남쪽으로 튀어,1338716.9046033188
좋은 친구들,1791719.1604330936
지슬 - 끝나지 않은 세월 2,2819.1036019532753
누구나 제 명에 죽고 싶다,6470.910580999804
사이코메트리,717731.4251075902
환상속의 그대,7351.463304461215
몽타주,2332206.5624318495
"힘내세요, 병헌씨",2531.796138343845
꼭두각시,88775.40194596189
홀리,969.4250883365956
마이 라띠마,622693.47114926
더 테러 라이브,755516.3608983769
슈퍼피쉬 - 끝없는 여정,1299.592551662313
콩가네,69.10227314624139
허풍,547.892963610119
젊은 엄마,604.5563458446529
노라노,16366.164760505973
노브레싱,43322.89547506059
말하는 건축 시티:홀,3243.8754523310245
댄서김의 은밀한 교수법,21.028689721729965
소원,661030.8629572812
고양이 소녀,481.31788560679786
롤플레이 2 : 동침,152.23970577458562
동창생,1699921.853434864
용의자,4248427.918191354
미녀전쟁,531.1094476125172
캐치미,981468.5512006553
그 강아지 그 고양이,252435.054081525
화려한 외출,44.61089824962858
오하이오 삿포로,873.4731489119993
마이 리틀 히어로,1925849.7557926343
박수건달,5764744.072499049
배꼽,119.22442872819403
나가요 미스콜,1565.2523083870938
우아한 거짓말,40501.81350774332
미스터 컴퍼니,4481.781905874272
우리별 일호와 얼룩소,1787.8502529545
찌라시: 위험한 소문,1596438.2378010806
조선미녀삼총사,1559756.5506140538
만찬,4665.541446608666
한 번도 안 해본 여자,1896.1802952386051
살인자,32.3931602951479
  이것이 우리의 끝이다,6114.944071093824
그댄 나의 뱀파이어,1147.6183645792976
황제를 위하여,163.5563812217164
레디액션! 폭력영화,3544.25512855177
스퀴시랜드,91389.6529512363
우는 남자,2284871.9236216703
하이힐,1866778.3430892858
도희야,27019.34168233238
표적,601397.8864814381
10분,35533.273868520715
메이크 유어 무브,157945.15742500688
카토 프로젝트,460.92503906677655
녀녀녀,559.4361837148747
방황하는 칼날,1076808.1760640587
바리새인,33.949712003809054
욕망의 독: 중독,1186.4740881415337
설계,3546.6050752016245
레쓰링,1227.0421731388565
원 컷 - 어느 친절한 살인자의 기록,1443.0146631713337
픽업 아티스트,622.1484883994358
옹녀뎐,33.2728155285277
왓니껴,1561.5505470084834
족구왕,15621.92547383407
내 연애의 기억,24795.293161814443
바세코의 아이들,1359.5389933396386
명량,8717444.42735124
군도: 민란의 시대,6974589.185238605
산타바바라,10908.889406875182
나는 야한 여자가 좋다,479.06574835349625
숙희,892.1629375746252
더 테너 리리코 스핀토,8033.628589111849
기술자들,864307.7981617814
신화 라이브 3D 더 레전드 컨티뉴스,2270.605504375532
악사들,5030.056044825782
울언니,3737.443981389726
정사: 위험한 성적유희,439.5386323431183
레디액션 청춘,556261.2009203904
"제자, 옥한흠",2527.0239009531288
환상,605.8349395507366
위층여자,1075.3141657873305
가자! 장미여관으로 3 - 방황,1391.1330183431037
나는 야한 여자가 좋다 3,479.06574835349625
스물,1462464.5420943424
그라운드의 이방인,4202.598191849058
살인의뢰,252957.91182398112
살인캠프,653.691395520858
헬머니,864045.4309147613
조류인간,209.03346278929587
최강전사 미니특공대 : 새로운 악당의 습격,15566.338240440919
생각보다 맑은,42.57634747114568
고양이 장례식,6290.832424983497
설해,33061.411264651186
나의 절친 악당들,1511321.2604672916
연평해전,2118480.2064502486
극비수사,1001998.7345300637
성난 화가,1689.4612153628532
은밀한 유혹,1777681.6804703518
혜경궁 홍씨,1501.8887703162184
무뢰한,919206.0004053578
간신,1312650.0320798182
연애의 맛,101.17154733389503
잡식가족의 딜레마,8121.234824726964
플랑크 상수,249.3940595441393
장수상회,825990.3892428039
파울볼,39135.134994951455
춘희막이,33887.061086251444
덫: 치명적인 유혹,730.5516521597488
션샤인 러브,40966.395511377465
사도,2616532.2951455642
돼지 같은 여자,110110.5755414881
사랑이 이긴다,34603.912372395534
슈퍼레이서 엔지,22201.029609110083
제 7기사단,76.1904129968257
고백,62.518754973946486
미쓰 와이프,652196.1586187673
위로공단,8084.31882958628
베테랑,4799219.532351673
악인은 살아 있다,7875.331650588349
쓰리 썸머 나잇,352913.40205456194
마돈나,89767.29067442023
"나의 아들, 나의 어머니",1037.3699615496412
슬픈남자,50.12501699688195
타이밍,7642.2294305166615
타투,79.13042797254903
어떤이의 꿈,167.9856602023037
해에게서 소년에게,13919.076871376605
울보 권투부,4688.431454423584
어떤살인,80.3649514021401
말하지 못한 비밀,1535.4874997781083
조선안방 스캔들-칠거지악 2,469.68822061065185
