title,box_off_num
용의자X,3698446.28
하나안,55403.68
투 올드 힙합 키드,8007.09
한경직,135843.74
미운오리새끼,376618.73
황제펭귄 펭이와 솜이,51205.11
두 개의 문,5358.21
I AM,656156.68
후궁 : 제왕의 첩,2366486.7
"안녕, 하세요!",672587.42
천국의 아이들,75393.27
할머니는 일학년,34005.88
두레소리,43506.21
"봄, 눈",379603.55
은교,1057208.45
간기남,2148542.34
시체가 돌아왔다,1775139.36
말하는 건축가,7635.02
밀월도 가는 길,22548.32
파파,1058117.87
점박이:한반도의 공룡3D,421774.04
댄싱퀸,4246702.38
누구의 딸도 아닌 해원,9498.44
신세계,4070371.83
굿바이 홈런,55958.82
불륜의 시대,2561.78
남쪽으로 튀어,1888260.72
좋은 친구들,1940344.18
지슬 - 끝나지 않은 세월 2,58622.65
누구나 제 명에 죽고 싶다,19728.04
사이코메트리,2201073.04
환상속의 그대,115779.47
몽타주,2102946.09
"힘내세요, 병헌씨",3827.2
꼭두각시,49521.29
홀리,5053.14
마이 라띠마,1361472.66
더 테러 라이브,731425.57
슈퍼피쉬 - 끝없는 여정,23202.73
콩가네,101913.52
허풍,2496.89
젊은 엄마,1387.05
노라노,17926.59
노브레싱,143191.5
말하는 건축 시티:홀,25756.8
댄서김의 은밀한 교수법,9535.55
소원,889484.81
고양이 소녀,2437.25
롤플레이 2 : 동침,2234.89
동창생,1683289.73
용의자,5518635.37
미녀전쟁,407725.76
캐치미,1189679.46
그 강아지 그 고양이,188499.95
화려한 외출,102938.28
오하이오 삿포로,35486.73
마이 리틀 히어로,4672505.96
박수건달,4863226.09
배꼽,285914.41
나가요 미스콜,21996.18
우아한 거짓말,1235239.89
미스터 컴퍼니,4568.55
우리별 일호와 얼룩소,197229.47
찌라시: 위험한 소문,2651884.89
조선미녀삼총사,1593190.48
만찬,204102.44
한 번도 안 해본 여자,32043.22
살인자,70882.38
  이것이 우리의 끝이다,93804.39
그댄 나의 뱀파이어,3081.13
황제를 위하여,480939.53
레디액션! 폭력영화,51739.7
스퀴시랜드,55183.99
우는 남자,2478376.6
하이힐,3329863.47
도희야,410593.2
표적,1161209.2
10분,541551.92
메이크 유어 무브,1291561.74
카토 프로젝트,22525.15
녀녀녀,146900.64
방황하는 칼날,2864585.09
바리새인,11160.84
욕망의 독: 중독,9860.38
설계,35837.13
레쓰링,431002.83
원 컷 - 어느 친절한 살인자의 기록,52443.14
픽업 아티스트,67440.07
옹녀뎐,5420.44
왓니껴,1616123.76
족구왕,91635.91
내 연애의 기억,7233.21
바세코의 아이들,57655.74
명량,8654482.67
군도: 민란의 시대,6783206.73
산타바바라,24085.25
나는 야한 여자가 좋다,2131.21
숙희,1759.32
더 테너 리리코 스핀토,2990588.25
기술자들,1718385.27
신화 라이브 3D 더 레전드 컨티뉴스,1493580.67
악사들,57618.18
울언니,11905.37
정사: 위험한 성적유희,101962.27
레디액션 청춘,4186170.68
"제자, 옥한흠",98339.72
환상,2356.86
위층여자,49635.56
가자! 장미여관으로 3 - 방황,2233.58
나는 야한 여자가 좋다 3,2131.21
스물,1407701.04
그라운드의 이방인,561153.72
살인의뢰,1559851.71
살인캠프,16532.29
헬머니,1267865.0
조류인간,69664.15
최강전사 미니특공대 : 새로운 악당의 습격,185358.79
생각보다 맑은,181543.19
고양이 장례식,92264.11
설해,252858.56
나의 절친 악당들,895839.55
연평해전,3622279.46
극비수사,1243579.48
성난 화가,51598.12
은밀한 유혹,1766674.74
혜경궁 홍씨,819258.36
무뢰한,2132323.77
간신,2688532.93
연애의 맛,484170.79
잡식가족의 딜레마,18455.2
플랑크 상수,11633.83
장수상회,865233.51
파울볼,13856.87
춘희막이,3944.77
덫: 치명적인 유혹,116906.98
션샤인 러브,29025.68
사도,2752234.01
돼지 같은 여자,8606.0
사랑이 이긴다,14281.01
슈퍼레이서 엔지,183648.39
제 7기사단,135573.39
고백,51111.54
미쓰 와이프,2982340.38
위로공단,10000.18
베테랑,3724922.05
악인은 살아 있다,37368.43
쓰리 썸머 나잇,676034.05
마돈나,310990.09
"나의 아들, 나의 어머니",2215119.14
슬픈남자,12517.51
타이밍,29619.78
타투,154267.51
어떤이의 꿈,2551.64
해에게서 소년에게,194369.85
울보 권투부,4675.1
어떤살인,288669.88
말하지 못한 비밀,20136.71
조선안방 스캔들-칠거지악 2,440.26
